date_key,customer,bandwidth,subgroup,subgroup1,the_group,inner_group,inex,currency,type,date
202307,Telkom DWS,0,Revenue,Revenue,Data,Other Data,Internal,IDR,YTD,2023-07-01 00:00:00.000
202308,Bharti,0,Revenue,Revenue,Data,Other Data,External,USD,YTD,2023-08-01 00:00:00.000
202308,CJ Feed Myanmar,65,Revenue,Revenue,Data,IP VPN,External,USD,YTD,2023-08-01 00:00:00.000
202308,HM Sampoerna,8392,Revenue,Revenue,Data,IP VPN,External,IDR,YTD,2023-08-01 00:00:00.000
202308,Telkom DWS,0,Revenue,Revenue,Data,Other Data,Internal,IDR,YTD,2023-08-01 00:00:00.000
202309,JAPFA,125,Revenue,Revenue,Data,IP VPN,External,USD,YTD,2023-09-01 00:00:00.000
202309,JCB,0,Revenue,Revenue,Data,Other Data,External,IDR,YTD,2023-09-01 00:00:00.000
202309,Microsoft,400000,Revenue,Revenue,Data,IPLC/IEPL,External,USD,YTD,2023-09-01 00:00:00.000
202309,Nevigate Communication,20,Revenue,Revenue,Data,IP VPN,External,USD,YTD,2023-09-01 00:00:00.000
202309,Orange Business Services,4041.5625,Revenue,Revenue,Data,IP VPN,External,USD,YTD,2023-09-01 00:00:00.000
202309,Sprint,98,Revenue,Revenue,Data,IP VPN,External,USD,YTD,2023-09-01 00:00:00.000
202310,Bharti,0,Revenue,Revenue,Data,Other Data,External,USD,YTD,2023-10-01 00:00:00.000
202310,CJ Feed Myanmar,65,Revenue,Revenue,Data,IP VPN,External,USD,YTD,2023-10-01 00:00:00.000
202310,HM Sampoerna,8112,Revenue,Revenue,Data,IP VPN,External,IDR,YTD,2023-10-01 00:00:00.000
202310,Telkom DWS,0,Revenue,Revenue,Data,Other Data,Internal,IDR,YTD,2023-10-01 00:00:00.000
202311,,20,Revenue,Revenue,Data,Other Data,,IDR,YTD,2023-11-01 00:00:00.000
202311,Amazon,1442200,Revenue,Revenue,Data,IPLC/IEPL,External,IDR,YTD,2023-11-01 00:00:00.000
202311,Bharti,0,Revenue,Revenue,Data,Other Data,External,USD,YTD,2023-11-01 00:00:00.000
202311,China Telecom,160480,Revenue,Revenue,Data,IPLC/IEPL,External,USD,YTD,2023-11-01 00:00:00.000
202311,CJ Feed Myanmar,65,Revenue,Revenue,Data,IP VPN,External,USD,YTD,2023-11-01 00:00:00.000
202311,Conversant,0,Revenue,Revenue,Data,CDN Infrastructure,External,IDR,YTD,2023-11-01 00:00:00.000
202311,Expereo,361,Revenue,Revenue,Data,IP VPN,External,USD,YTD,2023-11-01 00:00:00.000
202311,HM Sampoerna,8270,Revenue,Revenue,Data,IP VPN,External,IDR,YTD,2023-11-01 00:00:00.000
202401,Telkom DGS,50,Revenue,Revenue,Data,IPLC/IEPL,Internal,IDR,MTD,2024-01-01 00:00:00.000
202401,Vodafone,1190,Revenue,Revenue,Data,IP VPN,External,USD,MTD,2024-01-01 00:00:00.000
202402,Arelion (Telia),100000,Revenue,Revenue,Data,IPLC/IEPL,External,USD,MTD,2024-02-01 00:00:00.000
202402,Bharti,0,Revenue,Revenue,Data,Other Data,External,USD,MTD,2024-02-01 00:00:00.000
202402,British Telecom,504,Revenue,Revenue,Data,IP VPN,External,IDR,MTD,2024-02-01 00:00:00.000
202402,China Telecom,160480,Revenue,Revenue,Data,IPLC/IEPL,External,USD,MTD,2024-02-01 00:00:00.000
202402,CJ Feed Myanmar,65,Revenue,Revenue,Data,IP VPN,External,USD,MTD,2024-02-01 00:00:00.000
202402,CMC Telecom,500,Revenue,Revenue,Data,IP VPN,External,USD,MTD,2024-02-01 00:00:00.000
202402,Facebook,602000,Revenue,Revenue,Data,IPLC/IEPL,External,USD,MTD,2024-02-01 00:00:00.000
202402,HM Sampoerna,8208,Revenue,Revenue,Data,IP VPN,External,IDR,MTD,2024-02-01 00:00:00.000
202402,HM Sampoerna,0,Revenue,Revenue,Data,Other Data,External,IDR,MTD,2024-02-01 00:00:00.000
202402,Microsoft,0,Revenue,Revenue,Data,IPLC/IEPL,External,IDR,MTD,2024-02-01 00:00:00.000
202402,NTT Communications,73,Revenue,Revenue,Data,IP VPN,External,USD,MTD,2024-02-01 00:00:00.000
202402,PT Reach Network Services Indonesia,794,Revenue,Revenue,Data,IP VPN,External,IDR,MTD,2024-02-01 00:00:00.000
202402,PT. Artha Dana Teknologi,1,Revenue,Revenue,Data,IP VPN,External,IDR,MTD,2024-02-01 00:00:00.000
202402,PT. Mitra Integrasi Informatika,2000,Revenue,Revenue,Data,IPLC/IEPL,External,IDR,MTD,2024-02-01 00:00:00.000
202402,Singapore Telecom,0,Revenue,Revenue,Data,Other Data,External,USD,MTD,2024-02-01 00:00:00.000
202212,Pgas Telecommunication,10000,Revenue,Revenue,Data,IPLC/IEPL,External,USD,MTD,2022-12-01 00:00:00.000
202212,Sprint,102,Revenue,Revenue,Data,IP VPN,External,USD,MTD,2022-12-01 00:00:00.000
202212,Sprint,0,Revenue,Revenue,Data,Other Data,External,USD,MTD,2022-12-01 00:00:00.000
202212,Telkom DES,84.8125,Revenue,Revenue,Data,IP VPN,Internal,IDR,MTD,2022-12-01 00:00:00.000
202212,Telkom DGS,12,Revenue,Revenue,Data,IP VPN,Internal,IDR,MTD,2022-12-01 00:00:00.000
202212,Telstra,0,Revenue,Revenue,Data,IPLC/IEPL,External,IDR,MTD,2022-12-01 00:00:00.000
202301,Akamai International B.V,1850000,Revenue,Revenue,Data,CDN Infrastructure,External,USD,MTD,2023-01-01 00:00:00.000
202301,Bharti,100007,Revenue,Revenue,Data,IPLC/IEPL,External,USD,MTD,2023-01-01 00:00:00.000
202301,China Unicom,0,Revenue,Revenue,Data,Other Data,External,USD,MTD,2023-01-01 00:00:00.000
202301,Edgecast Networks,0,Revenue,Revenue,Data,CDN Infrastructure,External,USD,MTD,2023-01-01 00:00:00.000
202301,Huawei Marine Network International,0,Revenue,Revenue,Data,Other Data,External,USD,MTD,2023-01-01 00:00:00.000
202301,Level 3 Communication,430,Revenue,Revenue,Data,IP VPN,External,USD,MTD,2023-01-01 00:00:00.000
202301,Netflix,200,Revenue,Revenue,Data,Other Data,External,USD,MTD,2023-01-01 00:00:00.000
202301,PCCW,553,Revenue,Revenue,Data,IP VPN,External,USD,MTD,2023-01-01 00:00:00.000
202301,PLDT,1131000,Revenue,Revenue,Data,IPLC/IEPL,External,USD,MTD,2023-01-01 00:00:00.000
202301,Singapore Telecom,8624,Revenue,Revenue,Data,IP VPN,External,USD,MTD,2023-01-01 00:00:00.000
202301,Telekom Malaysia,210000,Revenue,Revenue,Data,IPLC/IEPL,External,USD,MTD,2023-01-01 00:00:00.000
202301,Telkom DES,203124.5625,Revenue,Revenue,Data,IPLC/IEPL,Internal,IDR,MTD,2023-01-01 00:00:00.000
202301,Verizon,0,Revenue,Revenue,Data,Other Data,External,USD,MTD,2023-01-01 00:00:00.000
202301,Vodafone,0,Revenue,Revenue,Data,Other Data,External,USD,MTD,2023-01-01 00:00:00.000
202302,Amazon,100,Revenue,Revenue,Data,IP VPN,External,IDR,MTD,2023-02-01 00:00:00.000
202302,Amazon,0,Revenue,Revenue,Data,Other Data,External,IDR,MTD,2023-02-01 00:00:00.000
202302,Chunghwa Telecom,2,Revenue,Revenue,Data,IPLC/IEPL,External,USD,MTD,2023-02-01 00:00:00.000
202302,GTT Communications,20000,Revenue,Revenue,Data,IPLC/IEPL,External,USD,MTD,2023-02-01 00:00:00.000
202302,"Innove Communication, Inc",10000,Revenue,Revenue,Data,IPLC/IEPL,External,USD,MTD,2023-02-01 00:00:00.000
202302,Level 3 Communication,0,Revenue,Revenue,Data,Other Data,External,USD,MTD,2023-02-01 00:00:00.000
202302,NTT Communications,300004,Revenue,Revenue,Data,IPLC/IEPL,External,USD,MTD,2023-02-01 00:00:00.000
202302,Orange Business Services,100,Revenue,Revenue,Data,IP Transit,External,USD,MTD,2023-02-01 00:00:00.000
202302,Orange Business Services,0,Revenue,Revenue,Data,Other Data,External,USD,MTD,2023-02-01 00:00:00.000
202302,PCCW,30000,Revenue,Revenue,Data,IPLC/IEPL,External,USD,MTD,2023-02-01 00:00:00.000
202302,PT. Aliansi Teknologi Indonesia,20,Revenue,Revenue,Data,IPLC/IEPL,External,IDR,MTD,2023-02-01 00:00:00.000
202302,PT. Artha Dana Teknologi,50,Revenue,Revenue,Data,IPLC/IEPL,External,IDR,MTD,2023-02-01 00:00:00.000
202302,Singapore Telecom,200134,Revenue,Revenue,Data,IPLC/IEPL,External,USD,MTD,2023-02-01 00:00:00.000
202302,Tata Communications,4,Revenue,Revenue,Data,IPLC/IEPL,External,USD,MTD,2023-02-01 00:00:00.000
202108,Telkom DGS,36,Revenue,Revenue,Data,IP VPN,Internal,IDR,MTD,2021-08-01 00:00:00.000
202108,Telkom DWS,69734,Revenue,Revenue,Data,IPLC/IEPL,Internal,IDR,MTD,2021-08-01 00:00:00.000
202109,British Telecom,504,Revenue,Revenue,Data,IP VPN,External,IDR,MTD,2021-09-01 00:00:00.000
202109,China Telecom,160960,Revenue,Revenue,Data,IPLC/IEPL,External,USD,MTD,2021-09-01 00:00:00.000
202109,Chunghwa Telecom,0,Revenue,Revenue,Data,Other Data,External,USD,MTD,2021-09-01 00:00:00.000
202109,CJ Feed Myanmar,30,Revenue,Revenue,Data,IP VPN,External,USD,MTD,2021-09-01 00:00:00.000
202109,CMC Telecom,1180,Revenue,Revenue,Data,IP VPN,External,USD,MTD,2021-09-01 00:00:00.000
202109,Equinix,10000,Revenue,Revenue,Data,IPLC/IEPL,External,USD,MTD,2021-09-01 00:00:00.000
202109,Facebook,800000,Revenue,Revenue,Data,IPLC/IEPL,External,USD,MTD,2021-09-01 00:00:00.000
202109,HM Sampoerna,10,Revenue,Revenue,Data,IP Transit,External,IDR,MTD,2021-09-01 00:00:00.000
202109,HM Sampoerna,0,Revenue,Revenue,Data,Other Data,External,IDR,MTD,2021-09-01 00:00:00.000
202109,Microsoft,200000,Revenue,Revenue,Data,IPLC/IEPL,External,USD,MTD,2021-09-01 00:00:00.000
202101,Amazon,300000,Revenue,Revenue,Data,IPLC/IEPL,External,IDR,MTD,2021-01-01 00:00:00.000
202101,China Telecom,160960,Revenue,Revenue,Data,IPLC/IEPL,External,USD,MTD,2021-01-01 00:00:00.000
202101,Chunghwa Telecom,2,Revenue,Revenue,Data,IPLC/IEPL,External,USD,MTD,2021-01-01 00:00:00.000
202101,Facebook,100,Revenue,Revenue,Data,IP VPN,External,USD,MTD,2021-01-01 00:00:00.000
202101,Global Transit Communications,50000,Revenue,Revenue,Data,IPLC/IEPL,External,USD,MTD,2021-01-01 00:00:00.000
202101,PT. Aliansi Teknologi Indonesia,50,Revenue,Revenue,Data,IPLC/IEPL,External,IDR,MTD,2021-01-01 00:00:00.000
202101,Singapore Telecom,215,Revenue,Revenue,Data,IP Transit,External,USD,MTD,2021-01-01 00:00:00.000
202101,Singapore Telecom,0,Revenue,Revenue,Data,Other Data,External,USD,MTD,2021-01-01 00:00:00.000
202101,Telekom Malaysia,12,Revenue,Revenue,Data,IP VPN,External,USD,MTD,2021-01-01 00:00:00.000
202101,Telkom DES,0,Revenue,Revenue,Data,Other Data,Internal,IDR,MTD,2021-01-01 00:00:00.000
202101,Telkom DGS,36,Revenue,Revenue,Data,IP VPN,Internal,IDR,MTD,2021-01-01 00:00:00.000
202101,Telkom DWS,0.25,Revenue,Revenue,Data,IP VPN,Internal,IDR,MTD,2021-01-01 00:00:00.000
202102,Bimasakti Multi Sinergi,0,Revenue,Revenue,Data,IPLC/IEPL,External,IDR,MTD,2021-02-01 00:00:00.000
202102,China Telecom,160960,Revenue,Revenue,Data,IPLC/IEPL,External,USD,MTD,2021-02-01 00:00:00.000
202102,Equinix,10000,Revenue,Revenue,Data,IPLC/IEPL,External,USD,MTD,2021-02-01 00:00:00.000
202102,Global Transit Communications,50000,Revenue,Revenue,Data,IPLC/IEPL,External,USD,MTD,2021-02-01 00:00:00.000
202102,Microsoft,200000,Revenue,Revenue,Data,IPLC/IEPL,External,USD,MTD,2021-02-01 00:00:00.000
202102,Singapore Telecom,215,Revenue,Revenue,Data,IP Transit,External,USD,MTD,2021-02-01 00:00:00.000
202102,Singapore Telecom,0,Revenue,Revenue,Data,Other Data,External,USD,MTD,2021-02-01 00:00:00.000
202102,Sprint,118,Revenue,Revenue,Data,IP VPN,External,USD,MTD,2021-02-01 00:00:00.000
202102,Telkom DGS,36,Revenue,Revenue,Data,IP VPN,Internal,IDR,MTD,2021-02-01 00:00:00.000
202102,Telkom DWS,0,Revenue,Revenue,Data,Other Data,Internal,IDR,MTD,2021-02-01 00:00:00.000
202102,Vodafone,0,Revenue,Revenue,Data,Other Data,External,USD,MTD,2021-02-01 00:00:00.000
202103,Bimasakti Multi Sinergi,10,Revenue,Revenue,Data,IPLC/IEPL,External,IDR,MTD,2021-03-01 00:00:00.000
202103,Level 3 Communication,1050,Revenue,Revenue,Data,IP VPN,External,USD,MTD,2021-03-01 00:00:00.000
202103,Nevigate Communication,58,Revenue,Revenue,Data,IP VPN,External,USD,MTD,2021-03-01 00:00:00.000
202103,Orange Business Services,4532.84375,Revenue,Revenue,Data,IP VPN,External,USD,MTD,2021-03-01 00:00:00.000
202103,Telkom DES,2206.5625,Revenue,Revenue,Data,IPLC/IEPL,Internal,IDR,MTD,2021-03-01 00:00:00.000
202103,Telkom DGS,100,Revenue,Revenue,Data,IP Transit,Internal,IDR,MTD,2021-03-01 00:00:00.000
202103,Vodafone,0,Revenue,Revenue,Data,Other Data,External,USD,MTD,2021-03-01 00:00:00.000
202104,Amazon,500000,Revenue,Revenue,Data,IPLC/IEPL,External,IDR,MTD,2021-04-01 00:00:00.000
202104,Level 3 Communication,1050,Revenue,Revenue,Data,IP VPN,External,USD,MTD,2021-04-01 00:00:00.000
202104,NTT Communications,29,Revenue,Revenue,Data,IP VPN,External,USD,MTD,2021-04-01 00:00:00.000
202104,Orange Business Services,50,Revenue,Revenue,Data,IP Transit,External,USD,MTD,2021-04-01 00:00:00.000
202104,Orange Business Services,0,Revenue,Revenue,Data,Other Data,External,USD,MTD,2021-04-01 00:00:00.000
202104,PCCW,664,Revenue,Revenue,Data,IP VPN,External,USD,MTD,2021-04-01 00:00:00.000
202104,Telkom DES,2206.5625,Revenue,Revenue,Data,IPLC/IEPL,Internal,IDR,MTD,2021-04-01 00:00:00.000
202105,Amazon,100,Revenue,Revenue,Data,IP VPN,External,IDR,MTD,2021-05-01 00:00:00.000
202105,Bharti,0,Revenue,Revenue,Data,IPLC/IEPL,External,USD,MTD,2021-05-01 00:00:00.000
202105,China Telecom,1000,Revenue,Revenue,Data,IP Transit,External,USD,MTD,2021-05-01 00:00:00.000
202101,Expereo,287,Revenue,Revenue,Data,IP VPN,External,USD,YTD,2021-01-01 00:00:00.000
202101,Facebook,200000,Revenue,Revenue,Data,IPLC/IEPL,External,USD,YTD,2021-01-01 00:00:00.000
202101,KBRI,121,Revenue,Revenue,Data,IP VPN,External,USD,YTD,2021-01-01 00:00:00.000
202101,Korea Telecom,10,Revenue,Revenue,Data,IP VPN,External,USD,YTD,2021-01-01 00:00:00.000
202101,Netsentia,30,Revenue,Revenue,Data,IP VPN,External,USD,YTD,2021-01-01 00:00:00.000
202101,SK Broadband,4,Revenue,Revenue,Data,IP VPN,External,USD,YTD,2021-01-01 00:00:00.000
202101,Telstra,201000,Revenue,Revenue,Data,IPLC/IEPL,External,USD,YTD,2021-01-01 00:00:00.000
202101,Verizon,182,Revenue,Revenue,Data,IP VPN,External,USD,YTD,2021-01-01 00:00:00.000
202102,Amazon,100,Revenue,Revenue,Data,IP VPN,External,IDR,YTD,2021-02-01 00:00:00.000
202102,China Telecom,1000,Revenue,Revenue,Data,IP Transit,External,USD,YTD,2021-02-01 00:00:00.000
202102,Chunghwa Telecom,0,Revenue,Revenue,Data,Other Data,External,USD,YTD,2021-02-01 00:00:00.000
202102,Federated States of Micronesia,0,Revenue,Revenue,Data,IPLC/IEPL,External,USD,YTD,2021-02-01 00:00:00.000
202102,GTT Communications,30000,Revenue,Revenue,Data,IPLC/IEPL,External,USD,YTD,2021-02-01 00:00:00.000
202102,HM Sampoerna,10,Revenue,Revenue,Data,IP Transit,External,IDR,YTD,2021-02-01 00:00:00.000
202102,HM Sampoerna,0,Revenue,Revenue,Data,Other Data,External,IDR,YTD,2021-02-01 00:00:00.000
202102,Microsoft,10,Revenue,Revenue,Data,IP VPN,External,IDR,YTD,2021-02-01 00:00:00.000
202102,PCCW,0,Revenue,Revenue,Data,Other Data,External,USD,YTD,2021-02-01 00:00:00.000
202102,PT Reach Network Services Indonesia,514,Revenue,Revenue,Data,IP VPN,External,IDR,YTD,2021-02-01 00:00:00.000
202102,Singapore Telecom,100143,Revenue,Revenue,Data,IPLC/IEPL,External,USD,YTD,2021-02-01 00:00:00.000
202102,Sprint,120,Revenue,Revenue,Data,IPLC/IEPL,External,USD,YTD,2021-02-01 00:00:00.000
202102,Telco Allied Singapore,0,Revenue,Revenue,Data,IPLC/IEPL,External,USD,YTD,2021-02-01 00:00:00.000
202102,Telkom DGS,50,Revenue,Revenue,Data,IPLC/IEPL,Internal,IDR,YTD,2021-02-01 00:00:00.000
202102,Telkom DWS,159734,Revenue,Revenue,Data,IPLC/IEPL,Internal,IDR,YTD,2021-02-01 00:00:00.000
202102,Viettel,100000,Revenue,Revenue,Data,IPLC/IEPL,External,USD,YTD,2021-02-01 00:00:00.000
202102,Vodafone,535,Revenue,Revenue,Data,IP VPN,External,USD,YTD,2021-02-01 00:00:00.000
202103,British Telecom,504,Revenue,Revenue,Data,IP VPN,External,IDR,YTD,2021-03-01 00:00:00.000
202103,China Unicom,2,Revenue,Revenue,Data,IP VPN,External,USD,YTD,2021-03-01 00:00:00.000
202103,CMC Telecom,880,Revenue,Revenue,Data,IP VPN,External,USD,YTD,2021-03-01 00:00:00.000
202103,Conversant,400000,Revenue,Revenue,Data,IP Transit,External,IDR,YTD,2021-03-01 00:00:00.000
202103,Expereo,2,Revenue,Revenue,Data,IP Transit,External,USD,YTD,2021-03-01 00:00:00.000
202103,Facebook,200000,Revenue,Revenue,Data,IPLC/IEPL,External,USD,YTD,2021-03-01 00:00:00.000
202103,"Innove Communication, Inc",10000,Revenue,Revenue,Data,IPLC/IEPL,External,USD,YTD,2021-03-01 00:00:00.000
202103,KBRI,121,Revenue,Revenue,Data,IP VPN,External,USD,YTD,2021-03-01 00:00:00.000
202103,Korea Telecom,10,Revenue,Revenue,Data,IP VPN,External,USD,YTD,2021-03-01 00:00:00.000
202103,SK Broadband,4,Revenue,Revenue,Data,IP VPN,External,USD,YTD,2021-03-01 00:00:00.000
202103,Telekom Malaysia,100000,Revenue,Revenue,Data,IPLC/IEPL,External,USD,YTD,2021-03-01 00:00:00.000
202103,Telstra,10,Revenue,Revenue,Data,IP VPN,External,USD,YTD,2021-03-01 00:00:00.000
202103,Verizon,0,Revenue,Revenue,Data,Other Data,External,USD,YTD,2021-03-01 00:00:00.000
202104,Amazon,120000,Revenue,Revenue,Data,IP Transit,External,IDR,YTD,2021-04-01 00:00:00.000
202104,Amazon,100,Revenue,Revenue,Data,IP VPN,External,IDR,YTD,2021-04-01 00:00:00.000
202104,Amazon,0,Revenue,Revenue,Data,Other Data,External,IDR,YTD,2021-04-01 00:00:00.000
202104,Bharti,0,Revenue,Revenue,Data,IPLC/IEPL,External,USD,YTD,2021-04-01 00:00:00.000
202104,BICS Belgacom International Carrier,0,Revenue,Revenue,Data,IPLC/IEPL,External,USD,YTD,2021-04-01 00:00:00.000
202104,China Mobile International,0,Revenue,Revenue,Data,IPLC/IEPL,External,USD,YTD,2021-04-01 00:00:00.000
202104,Chunghwa Telecom,0,Revenue,Revenue,Data,Other Data,External,USD,YTD,2021-04-01 00:00:00.000
202104,Conversant,0,Revenue,Revenue,Data,Other Data,External,IDR,YTD,2021-04-01 00:00:00.000
202104,GTT Communications,30000,Revenue,Revenue,Data,IPLC/IEPL,External,USD,YTD,2021-04-01 00:00:00.000
202104,HM Sampoerna,10,Revenue,Revenue,Data,IP Transit,External,IDR,YTD,2021-04-01 00:00:00.000
202305,Telkom DSO,8711000,Revenue,Revenue,Data,IP Transit,Internal,IDR,YTD,2023-05-01 00:00:00.000
202302,Netflix,200,Revenue,Revenue,Data,Other Data,External,USD,YTD,2023-02-01 00:00:00.000
202302,Singapore Telecom,8631,Revenue,Revenue,Data,IP VPN,External,USD,YTD,2023-02-01 00:00:00.000
202302,Telco Allied Singapore,10,Revenue,Revenue,Data,IPLC/IEPL,External,USD,YTD,2023-02-01 00:00:00.000
202302,Telkom DES,203024.5625,Revenue,Revenue,Data,IPLC/IEPL,Internal,IDR,YTD,2023-02-01 00:00:00.000
202402,Amazon,560000,Revenue,Revenue,Data,IP Transit,External,IDR,YTD,2024-02-01 00:00:00.000
202402,British Telecom,0,Revenue,Revenue,Data,IP Transit,External,IDR,YTD,2024-02-01 00:00:00.000
202402,Catchpoint Systems,1215,Revenue,Revenue,Data,Other Data,External,USD,YTD,2024-02-01 00:00:00.000
202402,China Unicom,2,Revenue,Revenue,Data,IP VPN,External,USD,YTD,2024-02-01 00:00:00.000
202402,Conversant,1150000,Revenue,Revenue,Data,IP Transit,External,IDR,YTD,2024-02-01 00:00:00.000
202402,Conversant,0,Revenue,Revenue,Data,Other Data,External,IDR,YTD,2024-02-01 00:00:00.000
202402,Expereo,361,Revenue,Revenue,Data,IP VPN,External,USD,YTD,2024-02-01 00:00:00.000
202402,KBRI,235,Revenue,Revenue,Data,IP VPN,External,USD,YTD,2024-02-01 00:00:00.000
202402,Orange Business Services,3477.5625,Revenue,Revenue,Data,IPLC/IEPL,External,USD,YTD,2024-02-01 00:00:00.000
202402,Telkom DSO,8862890.625,Revenue,Revenue,Data,IP Transit,Internal,IDR,YTD,2024-02-01 00:00:00.000
202402,Telstra,210000,Revenue,Revenue,Data,IPLC/IEPL,External,USD,YTD,2024-02-01 00:00:00.000
202403,Akamai International B.V,300000,Revenue,Revenue,Data,IPLC/IEPL,External,USD,YTD,2024-03-01 00:00:00.000
202403,Arelion (Telia),100000,Revenue,Revenue,Data,IPLC/IEPL,External,USD,YTD,2024-03-01 00:00:00.000
202403,Bharti,0,Revenue,Revenue,Data,Other Data,External,USD,YTD,2024-03-01 00:00:00.000
202403,Federated States of Micronesia,0,Revenue,Revenue,Data,IPLC/IEPL,External,USD,YTD,2024-03-01 00:00:00.000
202403,HM Sampoerna,3520,Revenue,Revenue,Data,IP VPN,External,IDR,YTD,2024-03-01 00:00:00.000
202403,HM Sampoerna,0,Revenue,Revenue,Data,Other Data,External,IDR,YTD,2024-03-01 00:00:00.000
202403,"Innove Communication, Inc",10000,Revenue,Revenue,Data,IPLC/IEPL,External,USD,YTD,2024-03-01 00:00:00.000
202403,JAPFA,125,Revenue,Revenue,Data,IP VPN,External,USD,YTD,2024-03-01 00:00:00.000
202403,Meiloon,40,Revenue,Revenue,Data,IP VPN,External,IDR,YTD,2024-03-01 00:00:00.000
202403,Microsoft,1200000,Revenue,Revenue,Data,IPLC/IEPL,External,USD,YTD,2024-03-01 00:00:00.000
202403,Orange Business Services,3684.5625,Revenue,Revenue,Data,IP VPN,External,USD,YTD,2024-03-01 00:00:00.000
202403,PCCW,0,Revenue,Revenue,Data,Other Data,External,USD,YTD,2024-03-01 00:00:00.000
202403,PT Reach Network Services Indonesia,794,Revenue,Revenue,Data,IP VPN,External,IDR,YTD,2024-03-01 00:00:00.000
202403,PT. Mitra Integrasi Informatika,2000,Revenue,Revenue,Data,IPLC/IEPL,External,IDR,YTD,2024-03-01 00:00:00.000
202403,Singapore Telecom,0,Revenue,Revenue,Data,Other Data,External,USD,YTD,2024-03-01 00:00:00.000
202403,Tata Communications,240,Revenue,Revenue,Data,IP VPN,External,USD,YTD,2024-03-01 00:00:00.000
202403,Tata Communications,100004,Revenue,Revenue,Data,IPLC/IEPL,External,USD,YTD,2024-03-01 00:00:00.000
202403,Telkom DWS,1819820,Revenue,Revenue,Data,IPLC/IEPL,Internal,IDR,YTD,2024-03-01 00:00:00.000
202404,Amazon,560000,Revenue,Revenue,Data,IP Transit,External,IDR,YTD,2024-04-01 00:00:00.000
202404,BICS Belgacom International Carrier,0,Revenue,Revenue,Data,IPLC/IEPL,External,USD,YTD,2024-04-01 00:00:00.000
202404,Catchpoint Systems,1215,Revenue,Revenue,Data,Other Data,External,USD,YTD,2024-04-01 00:00:00.000
202404,China Unicom,0,Revenue,Revenue,Data,IPLC/IEPL,External,USD,YTD,2024-04-01 00:00:00.000
202404,Conversant,1150000,Revenue,Revenue,Data,IP Transit,External,IDR,YTD,2024-04-01 00:00:00.000
202404,Conversant,0,Revenue,Revenue,Data,Other Data,External,IDR,YTD,2024-04-01 00:00:00.000
202404,KBRI,235,Revenue,Revenue,Data,IP VPN,External,USD,YTD,2024-04-01 00:00:00.000
202404,Orange Business Services,3477.5625,Revenue,Revenue,Data,IPLC/IEPL,External,USD,YTD,2024-04-01 00:00:00.000
202404,Telekom Malaysia,10,Revenue,Revenue,Data,IP VPN,External,USD,YTD,2024-04-01 00:00:00.000
202404,Telstra,210000,Revenue,Revenue,Data,IPLC/IEPL,External,USD,YTD,2024-04-01 00:00:00.000
202404,Verizon,133,Revenue,Revenue,Data,IP VPN,External,USD,YTD,2024-04-01 00:00:00.000
202210,Meiloon,40,Revenue,Revenue,Data,IP VPN,External,IDR,YTD,2022-10-01 00:00:00.000
202210,Nevigate Communication,20,Revenue,Revenue,Data,IP VPN,External,USD,YTD,2022-10-01 00:00:00.000
202210,NTT Communications,56,Revenue,Revenue,Data,IP VPN,External,USD,YTD,2022-10-01 00:00:00.000
202210,PCCW,0,Revenue,Revenue,Data,Other Data,External,USD,YTD,2022-10-01 00:00:00.000
202206,Microsoft,40000,Revenue,Revenue,Data,IP Transit,External,IDR,YTD,2022-06-01 00:00:00.000
202206,Microsoft,200000,Revenue,Revenue,Data,IPLC/IEPL,External,USD,YTD,2022-06-01 00:00:00.000
202206,Microsoft,10000,Revenue,Revenue,Data,Other Data,External,IDR,YTD,2022-06-01 00:00:00.000
202206,Nevigate Communication,4,Revenue,Revenue,Data,IP VPN,External,USD,YTD,2022-06-01 00:00:00.000
202206,Orange Business Services,4977.9140625,Revenue,Revenue,Data,IP VPN,External,USD,YTD,2022-06-01 00:00:00.000
202206,PNG Dataco,0,Revenue,Revenue,Data,Other Data,External,USD,YTD,2022-06-01 00:00:00.000
202206,Sprint,124,Revenue,Revenue,Data,IP VPN,External,USD,YTD,2022-06-01 00:00:00.000
202207,Bimasakti Multi Sinergi,20,Revenue,Revenue,Data,IPLC/IEPL,External,IDR,YTD,2022-07-01 00:00:00.000
202404,Conversant,0,Revenue,Revenue,Data,CDN Infrastructure,External,IDR,YTD,2024-04-01 00:00:00.000
202404,Epsilon Telecommunication,10000,Revenue,Revenue,Data,IPLC/IEPL,External,USD,YTD,2024-04-01 00:00:00.000
202404,Microsoft,0,Revenue,Revenue,Data,IP Transit,External,IDR,YTD,2024-04-01 00:00:00.000
202404,Singapore Telecom,8662,Revenue,Revenue,Data,IP VPN,External,USD,YTD,2024-04-01 00:00:00.000
202404,Telkom DES,976.5625,Revenue,Revenue,Data,Other Data,Internal,IDR,YTD,2024-04-01 00:00:00.000
202404,Viettel,100000,Revenue,Revenue,Data,IPLC/IEPL,External,USD,YTD,2024-04-01 00:00:00.000
202404,Vodafone,172000,Revenue,Revenue,Data,IPLC/IEPL,External,USD,YTD,2024-04-01 00:00:00.000
202104,Facebook,200000,Revenue,Revenue,Data,IPLC/IEPL,External,USD,YTD,2021-04-01 00:00:00.000
202104,"Innove Communication, Inc",10000,Revenue,Revenue,Data,IPLC/IEPL,External,USD,YTD,2021-04-01 00:00:00.000
